visibility,category,subCategory,type,backgroundImage,title,origin,tagline,desc,fullDesc,metrics,image,chefSpecial,vegan,peanutAllergy
TRUE,Entrées,Entrées,Meats,../assets/img/menu-images/pageg.jpg,Goat Rogan Josh,Non-Vegetarian,,Slow-cooked lamb curry with a flavorful blend of aromatic Kashmiri spices and yogurt.,"A classic lamb curry made with tender pieces of mutton, slow-cooked with aromatic Kashmiri spices and yogurt for a rich flavor.",460Gms | 1440Kcal | $30,./assets/img/modal-images/food-menu/mutton-rogan-josh.jpg,FALSE,FALSE,FALSE
TRUE,Entrées,Entrées,Meats,../assets/img/menu-images/pageg.jpg,The Delhi Lounge Goat Rarah,Non-Vegetarian,,Tender mutton cooked in spicy and tangy tomato-based gravy with minced goat meat.,"Succulent pieces of mutton cooked in a spicy and tangy tomato gravy, complemented with minced goat meat for added richness.",480Gms | 1420Kcal | $34,./assets/img/modal-images/food-menu/bakre-ke-nakhre.jpg,FALSE,FALSE,FALSE
TRUE,Entrées,Entrées,Meats,../assets/img/menu-images/pageg.jpg,The Delhi Lounge Imperial Raan,Non-Vegetarian,,"48-hours slow-cooked leg of spring lamb, char-grilled, adorned with 22 carat gold, & pine nuts.","An exquisite dish featuring a leg of spring lamb that is slow-cooked for 48 hours, char-grilled, and flambéed with dark rum and garnished with pine nuts and edible gold for a luxurious touch.",1600Gms | 3760Kcal | $100,./assets/img/modal-images/food-menu/imperial-raan.jpg,FALSE,FALSE,FALSE
TRUE,Rice,,,../assets/img/menu-images/pageg.jpg,Steamed Basmati Rice,Vegetarian,,,"Fluffy and aromatic steamed basmati rice, a perfect accompaniment to curries and dals.",250Gms | 210Kcal | $4,./assets/img/modal-images/food-menu/steamed-basmati-rice.jpg,FALSE,TRUE,FALSE
TRUE,Rice,,,../assets/img/menu-images/pageg.jpg,Cumin Coriander Rice,Vegetarian,,,"Fragrant basmati rice cooked with cumin and coriander, adding a delightful flavor to your meal.",250Gms | 225Kcal | $6,./assets/img/modal-images/food-menu/cumin-coriander-rice.jpg,FALSE,TRUE,FALSE
TRUE,Rice,,,../assets/img/menu-images/pageg.jpg,Jackfruit Dum Biryani,Vegetarian,,"Spiced jackfruit layered with fragrant Basmati rice, served with raita.","A unique biryani made with spiced jackfruit layered between fragrant basmati rice, served with refreshing raita.",460Gms | 810Kcal | $22,./assets/img/modal-images/food-menu/dum-jackfruit-parda-biryani.jpg,FALSE,FALSE,FALSE
TRUE,Rice,,,../assets/img/menu-images/pageg.jpg,Chicken Dum Biryani,Non-Vegetarian,,"Awadhi preparation of long grain Basmati rice, layered with choicest cuts of chicken, served with raita.","An aromatic dum biryani with long-grain basmati rice layered with tender chicken pieces, served with raita for added flavor.",460Gms | 983Kcal | $24,./assets/img/modal-images/food-menu/dum-chicken-parda-biryani.jpg,FALSE,FALSE,FALSE
TRUE,Rice,,,../assets/img/menu-images/pageg.jpg,Parda Goat Dum Biryani,Non-Vegetarian,,"Awadhi preparation of long grain Basmati rice, layered with choicest cuts of goat, served with raita.","A flavorful dum biryani made with long-grain basmati rice layered with succulent goat meat, served with a side of raita.",460Gms | 1078Kcal | $28,./assets/img/modal-images/food-menu/dum-mutton-parda-biryani.jpg,FALSE,FALSE,FALSE
TRUE,Breads,,,../assets/img/menu-images/pageg.jpg,Tandoori Roti (Plain | Butter),Vegetarian,,Traditional Indian unleavened bread baked in a tandoor.,"Soft and warm tandoori roti, served plain or brushed with butter for an extra touch of richness.",180 Kcal (Plain) | 224 Kcal (Butter) | 60g | $3,./assets/img/modal-images/food-menu/missi-roti.jpg,FALSE,TRUE,FALSE
TRUE,Breads,,,../assets/img/menu-images/pageg.jpg,Missi Roti (Plain | Butter),Vegetarian,,Flavored Indian bread made from a mixture of whole wheat flour and gram flour.,"Nutritious missi roti made from a blend of whole wheat and gram flour, served plain or with butter for a delightful taste.",150 Kcal (Plain) | 194 Kcal (Butter) | 60g | $4,./assets/img/modal-images/food-menu/butter-laccha-paratha.jpg,FALSE,TRUE,FALSE
TRUE,Breads,,,../assets/img/menu-images/pageg.jpg,Laccha Paratha (Plain | Butter | Pudina | Mirchi),Vegetarian,,"Layered flatbread cooked on a tawa, crispy and flaky.","Flaky and crispy laccha paratha, layered and cooked on a tawa, available in plain, butter, pudina, or mirchi flavors.",360Kcal | 90g | $6,./assets/img/modal-images/food-menu/butter-naan.jpg,FALSE,FALSE,FALSE
TRUE,Breads,,,../assets/img/menu-images/pageg.jpg,Naan (Plain | Chur Chur | Garlic | Cheese),Vegetarian,,Leavened Indian bread baked in a tandoor.,"Soft and fluffy naan, made with leavened dough and cooked in a tandoor, available plain, buttered, with garlic, or stuffed with cheese.","275-315 Kcal | 70-90g | Plain $3, Chur Chur $5, Garlic $5, Cheese $6",./assets/img/modal-images/food-menu/scotch-whiskey-naan.jpg,FALSE,TRUE,FALSE
TRUE,Breads,,,../assets/img/menu-images/pageg.jpg,Kulcha (Aloo Pyaaz | Onion | Chicken & Cheese),Vegetarian,,Stuffed Indian bread with various fillings.,"Soft kulchas stuffed with a choice of potato, onion, or patties, baked in a tandoor for a perfect texture.",410 Kcal (Aloo Pyaaz) | 390 Kcal (Onion) | 490 Kcal (Chicken) | 150g | $8-$9,./assets/img/modal-images/food-menu/chicken-cheese-kulcha.jpg,FALSE,TRUE,FALSE
TRUE,Breads,,,../assets/img/menu-images/pageg.jpg,Bread Basket,Vegetarian,,"Missi Roti, Pudina Parantha, Chur Chur Naan.","A delightful assortment of tandoori roti, laccha parantha, and garlic naan, perfect for sharing.",873 Kcal | ~230g | $12,./assets/img/modal-images/food-menu/assorted-bread-basket.jpg,FALSE,FALSE,FALSE
TRUE,Sides,,,../assets/img/menu-images/pageg.jpg,Plain Dahi,Vegetarian,,"A refreshing yogurt with herbs, best match with everything.","A simple and refreshing yogurt with herbs, providing a cool and creamy accompaniment to any meal.",180Gms | 110Kcal | $4,./assets/img/modal-images/food-menu/burrhani-raita.jpg,FALSE,TRUE,FALSE
TRUE,Sides,,,../assets/img/menu-images/pageg.jpg,Anardana Boondi Raita,Vegetarian,,"A flavorful raita made with yogurt, boondi, and pomegranate seeds, offering a delightful crunch.","A tangy and creamy yogurt raita with crispy boondi and sweet pomegranate seeds, creating a perfect balance of flavors.",180Gms | 165Kcal | $6,./assets/img/modal-images/food-menu/anardana-boondi-raita.jpg,FALSE,FALSE,FALSE
TRUE,Sides,,,../assets/img/menu-images/pageg.jpg,Mixed Vegetable Raita,Vegetarian,,"A classic raita featuring a mix of fresh vegetables in yogurt, making it a perfect accompaniment for spicy dishes.","Creamy yogurt mixed with fresh vegetables like cucumber, tomato, and carrot, offering a cooling effect to balance spicy meals.",180Gms | 140Kcal | $6,./assets/img/modal-images/food-menu/mixed-vegetable-raita.jpg,FALSE,FALSE,FALSE
TRUE,Sides,,,../assets/img/menu-images/pageg.jpg,Green Salad,Vegetarian,,"A fresh and crunchy green salad made with seasonal vegetables, providing a light and healthy side dish.","A healthy and refreshing salad made with crisp seasonal vegetables, offering a perfect balance to heavier dishes.",150Gms | 60Kcal | $6,./assets/img/modal-images/food-menu/green-salad.jpg,FALSE,TRUE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Gulab Jamun,Vegetarian,,"Deep fried reduced milk spheres, soaked in a cardamom and saffron infused syrup.","Deep-fried milk dumplings soaked in a sweet syrup, a classic Indian dessert that melts in your mouth.",60Gms | 225Kcal | $8,./assets/img/modal-images/food-menu/gulab-jamun.jpg,FALSE,FALSE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Gajar Halwa,Vegetarian,,"Tender carrots cooked in ghee with reduced milk and cardamom syrup, garnished with nuts.","A rich dessert made from grated carrots, milk, and nuts, cooked until creamy and sweetened to perfection.",120Gms | 325Kcal | $8,./assets/img/modal-images/food-menu/gajar-halwa.jpg,FALSE,FALSE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Moong Dal Halwa,Vegetarian,,"Moong dal lentils cooked in ghee and saffron syrup, garnished with nuts.","A delicious dessert made from split yellow lentils, cooked with ghee and sweetened with sugar, garnished with nuts.",120Gms | 386Kcal | $8,./assets/img/modal-images/food-menu/moong-dal-halwa.jpg,FALSE,FALSE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Saffron Rabri,Vegetarian,,"Reduced milk dessert, adorned with rose petals, served chilled.","A traditional Indian dessert made from thickened milk and flavored with saffron, served chilled for a delightful finish to your meal.",100Gms | 285Kcal | $10,./assets/img/modal-images/food-menu/saffron-rabri.jpg,FALSE,FALSE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Baileys Rasmalai,Vegetarian,,Rasmalai enhanced with Baileys Irish Cream.,"Delicate paneer discs soaked in rich and creamy Baileys-infused milk, topped with nuts.",100Gms | 368Kcal | $10,./assets/img/modal-images/food-menu/baileys-rasmalai.jpg,FALSE,FALSE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Kulfi Falooda,Vegetarian,,"A frozen dessert of reduced milk, served with thin noodles soaked in a saffron syrup.","Traditional Indian ice cream made with milk, flavored with cardamom, and served with falooda noodles.",100Gms | 385Kcal | $8,./assets/img/modal-images/food-menu/kulfi-falooda.jpg,FALSE,FALSE,FALSE
TRUE,Desserts,,,../assets/img/menu-images/pageg.jpg,Rasgulla Tiramisu,Vegetarian,,Filter coffee soaked reduced milk spheres layered with cream cheese topped with dark cocoa.,"Soft and spongy dumplings made from chhena, sweetened with jaggery and soaked in syrup.",120Gms | 425Kcal | $10,./assets/img/modal-images/food-menu/jaggery-rasgulla.jpg,FALSE,FALSE,FALSE
